,Name,Season,Pos,TRB,AST,STL,BLK,PTS,TS%,WS/48,BPM,VORP,Wins,Seed,All-Star,All-NBA
4,Kevin Garnett,2000-01,F,15,6.5,1.8,2.4,29.1,0.531,0.176,5.7,6.2,47,8,1,1
0,Tracy McGrady,2000-01,G,9.7,5.9,1.9,2,34.5,0.521,0.189,5.6,5.9,43,7,1,1
2,Allen Iverson,2000-01,G,4.9,5.8,3.2,0.4,39.3,0.518,0.19,4.8,5.1,56,1,1,1
1,Ray Allen,2000-01,G,7.1,6.2,2.1,0.3,30.1,0.61,0.211,5.6,6,52,2,1,1
4,Jason Kidd,2000-01,G,8.3,12.7,2.8,0.4,21.8,0.51,0.15,4.8,5.3,51,6,1,1
3,Chris Webber,2000-01,F,13.9,5.3,1.7,2.1,34,0.516,0.186,4.9,4.9,55,3,1,1
1,Stephon Marbury,2000-01,G,4.2,10.3,1.6,0.1,32.7,0.54,0.147,3.7,3.7,26,12,1,0
7,Gary Payton,2000-01,G,5.8,10.4,2.1,0.4,29.5,0.522,0.16,4.3,5.1,44,10,1,1
6,Dikembe Mutombo,2000-01,C,20.6,1.5,0.6,4.1,15.2,0.547,0.151,1.4,2.2,56,1,1,1
1,Vince Carter,2000-01,F,7.4,5.2,2,1.5,36.7,0.551,0.208,7,6.8,47,5,1,1
9,David Robinson,2000-01,C,15.6,2.6,1.8,4.5,26,0.559,0.246,5.5,4.5,58,1,1,1
11,Karl Malone,2000-01,F,12.4,6.7,1.7,1.1,34.7,0.572,0.217,5.9,5.8,53,4,1,1
6,Alonzo Mourning,2000-01,C,18.2,2.2,0.7,5.6,31.9,0.536,0.148,0.5,0.2,50,3,1,0
6,Grant Hill,2000-01,F,9.7,9.7,1.9,0.8,21.3,0.505,0.126,0.3,0.1,43,7,1,0
1,Antonio McDyess,2000-01,F,17.1,3,0.9,2.1,29.6,0.538,0.146,1.1,2,40,11,1,0
1,Anthony Mason,2000-01,F,13,4.2,1.4,0.4,21.9,0.555,0.171,2.7,3.8,50,3,1,0
3,Latrell Sprewell,2000-01,F,6.4,4.9,1.9,0.5,25,0.497,0.082,0.5,1.9,48,4,1,0
1,Rasheed Wallace,2000-01,F,11,3.9,1.6,2.5,27.1,0.56,0.18,4.1,4.5,50,7,1,0
1,Michael Finley,2000-01,F,6.4,5.4,1.8,0.5,26.4,0.521,0.119,2.3,3.7,53,5,1,0
1,Allan Houston,2000-01,G,5.5,3.4,1,0.2,28.3,0.543,0.126,0.3,1.6,48,4,1,0
1,Glenn Robinson,2000-01,F,9.7,4.7,1.6,1.1,31,0.525,0.114,0.7,1.9,52,2,1,0
1,Jerry Stackhouse,2000-01,G,5,6.5,1.5,0.9,37.5,0.521,0.137,3.7,4.6,32,10,1,0
0,Antonio Davis,2000-01,C,15.2,2.1,0.4,2.9,20.7,0.508,0.127,-0.1,1.3,47,5,1,0
0,Vlade Divac,2000-01,C,14.1,4.9,1.8,2,20.5,0.536,0.147,2.8,2.9,55,3,1,0
0,Theo Ratliff,2000-01,C,12.2,1.7,0.9,5.5,18.3,0.562,0.138,3.3,2.4,56,1,1,0
2,Tim Duncan,1999-00,F,16.9,4.3,1.2,3,31.6,0.555,0.218,6.1,5.9,53,4,1,1
2,Kobe Bryant,1999-00,G,8.5,6.6,2.2,1.3,30.3,0.546,0.202,5.3,4.7,67,1,1,1
7,Shaquille O'Neal,1999-00,C,17.5,4.9,0.6,3.9,38.1,0.578,0.283,9.7,9.3,67,1,1,1
3,Kevin Garnett,1999-00,F,15.4,6.5,1.9,2,29.9,0.545,0.172,6.1,6.6,50,6,1,1
1,Allen Iverson,1999-00,G,4.8,6,2.6,0.1,36.1,0.496,0.116,2.6,3.3,49,5,1,1
0,Ray Allen,1999-00,G,6.1,5.2,1.9,0.3,30.5,0.57,0.157,3,3.9,42,8,1,0
3,Jason Kidd,1999-00,G,9.4,13.2,2.6,0.5,18.7,0.498,0.156,4.1,4.1,53,5,1,1
2,Chris Webber,1999-00,F,13.2,5.8,2,2.1,30.8,0.53,0.179,5.9,5.7,44,8,1,1
0,Stephon Marbury,1999-00,G,4.3,11.2,2,0.3,29.5,0.528,0.123,1.8,2.8,31,12,0,1
6,Gary Payton,1999-00,G,7.9,11,2.3,0.3,29.8,0.535,0.195,6.8,7.6,45,7,1,1
5,Dikembe Mutombo,1999-00,C,20.3,1.8,0.5,4.7,16.5,0.621,0.16,2.8,3.6,28,14,1,0
0,Vince Carter,1999-00,F,7.9,5.3,1.8,1.5,35,0.543,0.182,4.6,5.2,45,6,1,1
8,David Robinson,1999-00,C,15.9,2.9,2,3.8,29.5,0.568,0.238,5.5,4.8,53,4,1,1
10,Karl Malone,1999-00,F,14.2,5.5,1.4,1.3,38.1,0.582,0.249,6.9,6.6,55,2,1,1
5,Alonzo Mourning,1999-00,C,14.7,2.4,0.8,5.7,33.5,0.596,0.226,4.6,4.6,52,2,1,1
5,Grant Hill,1999-00,F,8.9,7,1.9,0.8,34.5,0.565,0.185,4.8,4.7,42,7,1,1
2,Eddie Jones,1999-00,G,6.2,5.6,3.5,0.9,26.3,0.555,0.172,5.3,5.2,49,4,1,1
9,John Stockton,1999-00,G,4.7,15.5,3.1,0.3,21.8,0.591,0.222,3.7,3.5,55,2,1,0
4,Reggie Miller,1999-00,G,4.1,3.2,1.5,0.4,25.4,0.603,0.162,3.3,4,56,1,1,0
0,Rasheed Wallace,1999-00,F,10.6,2.7,1.6,2,24.9,0.556,0.156,2.1,2.9,59,3,1,0
0,Michael Finley,1999-00,F,7.6,6.4,1.6,0.5,27.1,0.522,0.114,2.4,3.8,40,9,1,0
0,Allan Houston,1999-00,G,4.6,3.8,1.1,0.2,27.4,0.569,0.13,1.5,2.8,50,3,1,0
0,Glenn Robinson,1999-00,F,8.6,3.4,1.4,0.7,30.1,0.534,0.08,-0.8,0.9,42,8,1,0
0,Jerry Stackhouse,1999-00,G,5,5.8,1.6,0.6,30.9,0.545,0.111,0.6,2,42,7,1,0
0,Dale Davis,1999-00,C,17.7,1.6,1.3,2.3,18,0.537,0.161,1.6,2,56,1,1,0
0,Tim Duncan,1997-98,F,16.6,3.8,0.9,3.5,29.3,0.577,0.192,5.5,6,56,5,1,1
0,Kobe Bryant,1997-98,G,6,5,1.8,1,30.4,0.548,0.147,0.2,1.1,61,3,1,0
5,Shaquille O'Neal,1997-98,C,16.1,3.3,0.9,3.4,40.1,0.587,0.224,4.6,3.6,61,3,1,1
1,Kevin Garnett,1997-98,F,12.6,5.6,2.2,2.4,24.4,0.527,0.143,4.8,5.5,45,7,1,0
1,Jason Kidd,1997-98,G,8.6,12.5,2.7,0.4,16.1,0.502,0.123,3.1,4,56,4,1,0
4,Gary Payton,1997-98,G,6.4,11.5,3.1,0.3,26.7,0.544,0.19,5,5.6,61,2,1,1
4,Dikembe Mutombo,1997-98,C,17.5,1.5,0.6,5.2,20.7,0.584,0.177,2.5,3.3,50,5,1,1
7,David Robinson,1997-98,C,17.1,4.4,1.4,4.2,34.8,0.581,0.269,7.8,6.1,56,5,1,1
8,Karl Malone,1997-98,F,14.8,5.6,1.7,1.2,38.9,0.597,0.259,7,6.9,62,1,1,1
3,Grant Hill,1997-98,F,10.3,9.1,2.4,0.9,28.3,0.52,0.149,4.8,5.6,37,11,1,1
1,Eddie Jones,1997-98,G,5.3,4.3,2.8,1,23.8,0.592,0.166,4.3,4.6,61,3,1,0
4,Tim Hardaway,1997-98,G,5.4,12.1,2.4,0.3,27.5,0.53,0.185,4.6,5.1,55,2,1,1
6,Michael Jordan,1997-98,G,8.1,4.8,2.4,0.8,40,0.533,0.238,4.6,5.3,62,1,1,1
3,Vin Baker,1997-98,C,11.9,2.8,1.7,1.6,28.6,0.564,0.169,2,3,61,2,1,1
0,Rod Strickland,1997-98,G,7,13.9,2.2,0.4,23.4,0.501,0.129,2.6,3.5,42,9,0,1
7,Scottie Pippen,1997-98,F,7.4,8.3,2.6,1.4,27.5,0.533,0.193,5.8,3.2,62,1,0,1
2,Glen Rice,1997-98,F,5.8,3,1.3,0.4,29.8,0.568,0.136,0.7,2.3,51,4,1,1
3,Reggie Miller,1997-98,G,4.5,3.3,1.5,0.2,30.8,0.619,0.206,4.3,4.4,58,3,1,1
5,Mitch Richmond,1997-98,G,4.6,5.7,1.8,0.3,32.9,0.569,0.148,2.3,2.8,27,9,1,1
3,Anfernee Hardaway,1997-98,G,6.7,6,2.5,1.3,27.4,0.479,0.085,0.2,0.3,41,10,1,0
5,Shawn Kemp,1997-98,F,14.4,3.8,2.1,1.7,27.8,0.512,0.118,1.6,2.5,47,6,1,0
0,Antoine Walker,1997-98,F,13.2,4.3,2.2,0.9,29,0.481,0.07,0.7,2.2,36,12,1,0
0,Steve Smith,1997-98,G,5.9,5.6,1.4,0.6,28.1,0.563,0.171,3.1,3.7,50,5,1,0
0,Rik Smits,1997-98,C,13.2,2.6,1,2.3,31.9,0.532,0.141,0.3,1.2,58,3,1,0
0,Jayson Williams,1997-98,C,19.9,1.5,1,1.1,18.8,0.541,0.172,2.1,2.4,43,8,1,0
0,Nick VanExel,1997-98,G,4.8,11,1.6,0.1,22,0.538,0.166,1.4,1.8,61,3,1,0
4,Shaquille O'Neal,1996-97,C,17.4,4.3,1.2,4,36.3,0.556,0.197,6.3,4,56,4,1,1
0,Kevin Garnett,1996-97,F,10.9,4.2,1.9,2.9,23.1,0.537,0.116,2.9,3.7,40,6,1,0
0,Chris Webber,1996-97,F,13.8,6.1,2.3,2.5,26.8,0.554,0.159,6.6,6.1,44,8,1,0
3,Gary Payton,1996-97,G,6.3,9.6,3.3,0.2,29.5,0.545,0.193,5.6,6.2,57,2,1,1
3,Dikembe Mutombo,1996-97,C,17.3,2,0.9,4.9,19.8,0.584,0.183,3.2,3.9,56,4,1,0
7,Karl Malone,1996-97,F,14.4,6.5,2,0.9,40,0.6,0.268,8.5,7.9,64,1,1,1
3,Alonzo Mourning,1996-97,C,15.4,2.4,1.3,4.4,30.7,0.578,0.174,2.7,2.7,61,2,1,0
2,Grant Hill,1996-97,F,13,10.5,2.6,0.9,30.9,0.556,0.223,8,7.9,54,5,1,1
0,Eddie Jones,1996-97,G,5.7,4.7,3.3,0.9,24.1,0.559,0.154,4,4.5,56,4,1,0
3,Tim Hardaway,1996-97,G,4.8,12.1,2.6,0.2,28.5,0.532,0.198,5.1,5.6,61,2,1,1
7,Hakeem Olajuwon,1996-97,C,13.2,4.3,2.1,3.2,33.2,0.558,0.154,3.2,3.7,57,3,1,1
7,John Stockton,1996-97,G,4.2,15.8,3.1,0.3,21.8,0.656,0.226,3.9,4.3,64,1,1,1
5,Michael Jordan,1996-97,G,8.3,6,2.4,0.8,41.8,0.567,0.283,6.7,6.8,69,1,1,1
2,Vin Baker,1996-97,F,13.6,3.6,1.4,1.9,27.8,0.553,0.127,2.6,3.7,33,11,1,1
6,Scottie Pippen,1996-97,F,9.2,8,2.7,0.8,28.5,0.554,0.203,6.6,6.7,69,1,1,1
1,Glen Rice,1996-97,F,5.1,2.6,1.2,0.4,34.1,0.605,0.154,1.2,2.7,54,6,1,1
4,Mitch Richmond,1996-97,G,5.4,5.7,2,0.4,35.3,0.578,0.166,3.3,4.2,34,9,1,1
7,Patrick Ewing,1996-97,C,15.3,2.9,1.3,3.5,32.2,0.548,0.163,1.7,2.7,57,3,1,1
0,Anthony Mason,1996-97,F,14.3,7.1,1.3,0.6,20.5,0.585,0.173,4.5,5.2,54,6,0,1
2,Anfernee Hardaway,1996-97,G,6.4,8.1,2.3,0.9,29.6,0.554,0.175,4.7,3.8,45,7,1,1
4,Shawn Kemp,1996-97,F,15.6,3,2.4,1.6,29.3,0.583,0.174,2,2.8,57,2,1,0
7,Charles Barkley,1996-97,F,18.7,6.5,1.8,0.7,26.5,0.581,0.224,7.1,4.6,57,3,1,0
2,Detlef Schrempf,1996-97,F,9.6,6.4,1.5,0.4,24.8,0.592,0.174,2.8,2.7,57,2,1,0
7,Clyde Drexler,1996-97,G,8.6,8.2,2.7,0.8,25.7,0.548,0.172,5.6,4.3,57,3,1,0
2,Latrell Sprewell,1996-97,G,5.7,7.9,2.1,0.7,30.2,0.57,0.115,2.6,3.9,30,10,1,0
5,Joe Dumars,1996-97,G,3.7,6.2,1.1,0,22.5,0.586,0.144,1.2,2.3,54,5,1,0
1,Terrell Brandon,1996-97,G,6.1,9.9,2.8,0.6,30.7,0.526,0.181,4.6,4.8,42,9,1,0
0,Chris Gatling,1996-97,F,15.5,1.2,1.6,1.3,37.3,0.58,0.145,-2.6,-0.2,26,13,1,0
0,Tom Gugliotta,1996-97,F,11.9,5.7,2.2,1.5,28.3,0.526,0.103,2,3.2,40,6,1,0
0,Christian Laettner,1996-97,F,12.7,3.9,1.8,1.1,26.2,0.562,0.177,2.8,3.8,56,4,1,0
3,Shaquille O'Neal,1995-96,C,16,4.2,0.9,3.1,38.5,0.57,0.171,3.5,2.7,60,2,1,1
0,Jason Kidd,1995-96,G,9.2,13,2.9,0.4,22.3,0.468,0.068,2.7,3.5,26,13,1,0
2,Gary Payton,1995-96,G,5.5,9.8,3.7,0.3,25.3,0.554,0.174,4.7,5.3,64,1,1,1
2,Dikembe Mutombo,1995-96,C,16.7,2.1,0.7,6.4,15.6,0.562,0.134,3.2,3.6,35,10,1,0
6,David Robinson,1995-96,C,17,4.2,1.9,4.6,34.9,0.589,0.29,9.2,8.5,59,2,1,1
6,Karl Malone,1995-96,F,13.8,5.9,2.4,1,36.1,0.575,0.233,7.3,7.4,55,3,1,1
2,Alonzo Mourning,1995-96,C,14.3,3.1,1.4,3.7,32,0.584,0.178,4.4,4.3,42,8,1,0
1,Grant Hill,1995-96,F,13.1,9.2,1.7,0.8,27.2,0.537,0.172,5.1,5.8,46,7,1,1
6,Hakeem Olajuwon,1995-96,C,14.4,4.7,2.1,3.8,35.6,0.558,0.166,4.6,4.7,48,5,1,1
6,John Stockton,1995-96,G,4.1,16.8,2.6,0.3,22.1,0.642,0.214,3.7,4.2,55,3,1,1
4,Michael Jordan,1995-96,G,9.3,6,3.1,0.7,42.5,0.582,0.317,8.6,8.3,72,1,1,1
1,Vin Baker,1995-96,F,12.9,3.4,1.1,1.5,27.7,0.527,0.089,0.4,2.1,25,13,1,0
5,Scottie Pippen,1995-96,F,9.3,8.4,2.5,1.1,27.9,0.551,0.209,6.8,6.3,72,1,1,1
0,Glen Rice,1995-96,F,6.3,3.9,1.5,0.3,28.5,0.584,0.127,1.8,3,41,9,1,0
2,Reggie Miller,1995-96,G,4.4,5.2,1.6,0.3,32.9,0.625,0.188,3.9,3.9,52,3,1,1
3,Mitch Richmond,1995-96,G,4.7,4.4,2.2,0.3,32.7,0.591,0.151,2.9,3.6,39,8,1,1
6,Patrick Ewing,1995-96,C,15.3,3,1.3,3.5,32.4,0.516,0.116,-0.4,1.1,47,5,1,0
1,Anfernee Hardaway,1995-96,G,6.1,10.1,2.9,0.7,30.9,0.605,0.229,6.4,6.4,60,2,1,1
3,Shawn Kemp,1995-96,F,17.6,3.4,1.8,2.5,30.1,0.631,0.205,3.8,3.9,64,1,1,1
6,Charles Barkley,1995-96,F,16.1,5.1,2.2,1.1,32.3,0.585,0.191,5.9,5.2,41,7,1,1
0,Juwan Howard,1995-96,F,10.3,5.6,1,0.6,27.8,0.53,0.082,0.2,1.8,39,10,1,1
6,Clyde Drexler,1995-96,G,9.6,7.8,2.7,0.6,25.9,0.551,0.161,4.7,3.4,48,5,1,0
0,Terrell Brandon,1995-96,G,5.6,11,3,0.7,32.9,0.573,0.237,6,5.2,47,4,1,0
1,Sean Elliott,1995-96,F,7,3.7,1.2,0.6,27.2,0.585,0.128,2,2.9,59,2,1,0
2,Shaquille O'Neal,1994-95,C,15.6,3.7,1.3,3.3,40,0.588,0.23,5.4,5.4,57,1,1,1
1,Gary Payton,1994-95,G,4.7,9.7,3.4,0.2,28.2,0.564,0.187,4.5,5,57,4,1,1
1,Dikembe Mutombo,1994-95,C,17.4,1.9,0.7,5.4,16,0.595,0.135,3.5,4.3,41,8,1,0
5,David Robinson,1994-95,C,14.5,3.9,2.2,4.3,36.9,0.602,0.273,8.4,8.1,62,1,1,1
5,Karl Malone,1994-95,F,14.4,4.7,2.1,1.4,36.3,0.59,0.212,5.8,6.1,60,3,1,1
1,Alonzo Mourning,1994-95,C,13.6,2,0.9,4,29.4,0.593,0.153,1.3,2.5,50,4,1,0
0,Grant Hill,1994-95,F,8.6,6.8,2.4,1.2,26.8,0.541,0.097,1.8,2.6,28,12,1,0
5,Hakeem Olajuwon,1994-95,C,13.8,4.6,2.4,4.3,35.8,0.563,0.181,5.3,5.3,47,6,1,1
5,John Stockton,1994-95,G,4.5,18.3,3.5,0.4,21.8,0.651,0.233,5.5,5.4,60,3,1,1
0,Vin Baker,1994-95,F,13,4.6,1.3,1.8,22.4,0.511,0.083,1.6,3.1,34,9,1,0
4,Scottie Pippen,1994-95,F,11.1,7.1,4,1.5,29.3,0.559,0.188,7.8,7.4,47,5,1,1
1,Reggie Miller,1994-95,G,4.2,4.8,2,0.3,31.8,0.62,0.204,4.3,4.3,52,2,1,1
2,Mitch Richmond,1994-95,G,5.9,5.1,1.5,0.5,30.6,0.551,0.12,1.8,3,39,9,1,1
5,Patrick Ewing,1994-95,C,15.6,3.8,1.2,2.9,34,0.555,0.157,2.2,3.1,55,3,1,0
0,Anfernee Hardaway,1994-95,G,5.8,9.6,2.3,0.5,28.1,0.599,0.177,4.2,4.5,57,1,1,1
2,Shawn Kemp,1994-95,F,16.8,2.8,1.9,2.3,28.7,0.61,0.19,3.1,3.5,57,4,1,1
5,Charles Barkley,1994-95,F,15.9,5.8,2.3,0.9,32.8,0.572,0.214,6.4,5.1,59,2,1,1
2,Dennis Rodman,1994-95,F,26.6,3.1,1,0.7,11.3,0.604,0.178,3.8,2.3,62,1,0,1
1,Detlef Schrempf,1994-95,F,8.8,5.4,1.6,0.6,27.4,0.641,0.215,4.5,4.7,57,4,1,1
5,Clyde Drexler,1994-95,G,9,6.8,2.5,0.8,30.9,0.577,0.206,6.5,5.9,47,6,0,1
1,Latrell Sprewell,1994-95,G,4.5,4.9,2,0.8,25.1,0.519,0.034,-1.1,0.7,26,11,1,0
4,Joe Dumars,1994-95,G,3.2,7.5,1.5,0.1,24.6,0.541,0.032,-2.6,-0.4,28,12,1,0
2,Dan Majerle,1994-95,F,6.1,5.5,1.6,0.6,20.7,0.555,0.12,3,3.9,59,2,1,0
0,Dana Barros,1994-95,G,4.4,9.8,2.4,0.1,26.8,0.632,0.183,4.3,5.3,24,13,1,0
0,Cedric Ceballos,1994-95,F,11.5,2.6,1.5,0.5,31.3,0.57,0.123,0,1,48,5,1,0
0,Tyrone Hill,1994-95,C,18.1,1.3,1.3,1,22.7,0.554,0.138,-1.1,0.5,43,6,1,0
1,Shaquille O'Neal,1993-94,C,16.8,3.1,1.2,3.6,37.2,0.605,0.252,6.6,7.1,50,4,1,1
0,Gary Payton,1993-94,G,4.7,8.7,3.3,0.3,23.6,0.526,0.155,2.8,3.5,63,1,1,1
4,David Robinson,1993-94,C,14.1,6.3,2.3,4.4,39.2,0.577,0.296,10.9,10.6,55,4,1,1
4,Karl Malone,1993-94,F,14.6,5.1,1.9,2,31.9,0.55,0.193,6.3,6.9,53,5,1,1
0,Alonzo Mourning,1993-94,C,14.9,2.1,0.7,4.6,31.4,0.588,0.151,0.5,1.3,41,9,1,0
4,Hakeem Olajuwon,1993-94,C,14.7,4.4,2,4.6,33.7,0.565,0.21,7,7.4,58,2,1,1
4,John Stockton,1993-94,G,4.5,17.9,3.5,0.4,21.5,0.608,0.214,4.4,4.8,53,5,1,1
3,Scottie Pippen,1993-94,F,11.9,7.6,4,1.1,30,0.544,0.194,8.3,7.2,55,3,1,1
1,Mitch Richmond,1993-94,G,4.9,5.3,1.8,0.3,31,0.551,0.106,1.2,2.3,28,10,1,1
4,Patrick Ewing,1993-94,C,15.4,3.1,1.6,3.8,33.7,0.551,0.211,4.5,4.9,57,2,1,0
1,Shawn Kemp,1993-94,F,16.5,4,2.8,3.2,27.8,0.593,0.216,6.5,5.6,63,1,1,1
4,Charles Barkley,1993-94,F,15.7,6.4,2.2,0.8,30.3,0.563,0.185,5.7,4.5,56,3,1,1
4,Clyde Drexler,1993-94,G,9.3,6.9,2,0.7,27.1,0.514,0.14,3.9,3.5,47,7,1,0
0,Latrell Sprewell,1993-94,G,5.5,5.3,2.5,1,23.6,0.532,0.108,2,3.6,50,6,1,1
3,Kevin Johnson,1993-94,G,3.4,12.9,2.5,0.2,27.1,0.566,0.17,0.9,1.8,56,3,1,1
1,Derrick Coleman,1993-94,F,15.7,4.7,1.2,2.6,28.2,0.534,0.171,4.5,4.5,45,7,1,1
4,Dominique Wilkins,1993-94,F,9.1,3.2,1.7,0.6,36.4,0.529,0.153,0.9,1.9,27,11,1,1
2,Mark Price,1993-94,G,5,12.9,2.3,0.2,28.9,0.586,0.201,4.6,3.9,47,6,1,1
1,Danny Manning,1993-94,F,9.1,5.1,1.9,1.6,27.4,0.519,0.066,0.6,1.7,57,1,1,0
0,Kenny Anderson,1993-94,G,5.2,12.6,2.5,0.2,24.6,0.491,0.114,2.1,3.2,45,7,1,0
0,Mookie Blaylock,1993-94,G,7.4,13.8,3.7,0.8,19.5,0.487,0.168,5.3,5.4,57,1,1,0
0,Horace Grant,1993-94,F,15.6,4.8,1.5,1.7,21.5,0.54,0.188,5.2,4.6,55,3,1,0
0,Charles Oakley,1993-94,F,17,3.8,1.9,0.3,17.1,0.54,0.172,4,4.4,57,2,1,0
0,Clifford Robinson,1993-94,C,9.4,2.7,2,1.9,28,0.513,0.126,0.6,1.9,47,7,1,0
0,John Starks,1993-94,G,4.7,8.7,2.4,0.2,28.2,0.516,0.135,2.7,2.4,57,2,1,0
0,BJ Armstrong,1993-94,G,3.2,6.1,1.5,0.2,22.9,0.547,0.13,-0.9,0.8,55,3,1,0
3,Isaiah Thomas,1992-93,G,4.1,11.8,2.2,0.3,24.5,0.488,0.061,0.2,1.6,40,10,1,0
0,Shaquille O'Neal,1992-93,C,18.2,2.5,1,4.6,30.7,0.584,0.163,3.7,4.4,41,9,1,0
3,David Robinson,1992-93,C,15,4.7,2,4.1,30,0.569,0.197,6.7,7,49,5,1,1
3,Karl Malone,1992-93,F,14.7,4.9,2,1.4,35.6,0.612,0.238,7.6,7.6,47,6,1,1
2,Tim Hardaway,1992-93,G,4.9,12.9,2.1,0.2,26.2,0.534,0.138,2.8,3.2,34,10,1,1
3,Hakeem Olajuwon,1992-93,C,16.7,4.6,2.4,5.4,33.6,0.577,0.234,8.4,8.5,55,2,1,1
3,John Stockton,1992-93,G,4.1,17.1,3.5,0.4,21.5,0.584,0.177,3.3,3.8,47,6,1,1
3,Michael Jordan,1992-93,G,8.8,7.2,3.7,1,43,0.564,0.27,9.5,8.9,57,2,1,1
2,Scottie Pippen,1992-93,F,10.3,8.4,2.9,1.2,25.1,0.51,0.132,4.3,5,57,2,1,1
0,Mitch Richmond,1992-93,G,4.2,6.1,1.5,0.2,27.2,0.558,0.087,-0.3,0.7,25,11,1,0
3,Patrick Ewing,1992-93,C,16.6,2.6,1.3,2.7,33.1,0.546,0.17,2.2,3.2,60,1,1,1
0,Shawn Kemp,1992-93,F,16.1,3,2.3,2.8,26.9,0.547,0.169,3.2,3.4,55,3,1,0
3,Charles Barkley,1992-93,F,15.6,6.5,2,1.2,32.7,0.596,0.242,8.3,7.5,62,1,1,1
0,Detlef Schrempf,1992-93,F,12.6,8,1.3,0.4,25.3,0.571,0.161,4.1,4.8,41,8,1,0
3,Clyde Drexler,1992-93,G,9,8.1,2.8,1.1,28.3,0.517,0.171,6.1,3.4,51,4,1,0
0,Derrick Coleman,1992-93,F,15.4,5,1.7,2.3,28.5,0.54,0.165,4.8,4.8,43,6,0,1
3,Dominique Wilkins,1992-93,F,9,4.2,1.3,0.5,39.4,0.57,0.191,3.6,3.7,43,7,1,1
1,Mark Price,1992-93,G,4.3,12.8,1.9,0.2,29,0.609,0.197,3.2,3.1,54,3,1,1
3,Joe Dumars,1992-93,G,2.5,5.1,1.3,0.1,30.1,0.555,0.141,1.4,2.6,40,10,1,1
0,Dražen Petrović,1992-93,G,3.6,4.6,1.8,0.2,29.4,0.605,0.152,2,2.7,43,6,0,1
3,Chris Mullin,1992-93,F,5.9,4.2,1.7,1,30.2,0.578,0.122,1.7,1.8,34,10,1,0
2,Brad Daugherty,1992-93,C,13.7,5.9,1,1.1,26.9,0.635,0.226,5.2,4.9,54,3,1,0
3,Isiah Thomas,1992-93,G,4.1,11.8,2.2,0.3,24.5,0.488,0.061,0.2,1.6,40,10,1,0
1,Dan Majerle,1992-93,G,5.8,4.7,2.1,0.5,20.9,0.573,0.147,4,4.9,62,1,1,0
0,Larry Nance,1992-93,F,12.3,4.1,1,3.6,23.3,0.587,0.187,4.4,4.4,54,3,1,0
0,Sean Elliott,1992-93,F,6.2,5.1,1.3,0.5,23.3,0.566,0.113,1.6,2.3,49,5,1,0
0,Danny Manning,1992-93,F,9.1,3.6,1.9,1.8,31.6,0.565,0.137,2.1,2.9,41,7,1,0
1,Terry Porter,1992-93,G,5.3,7,1.7,0.2,24.8,0.577,0.147,2.4,3.2,51,4,1,0
2,Isaiah Thomas,1991-92,G,4.4,10.1,2.1,0.3,26,0.505,0.095,0.8,2.1,48,5,1,0
0,Dikembe Mutombo,1991-92,C,15.6,2.8,0.8,3.8,21.1,0.54,0.086,1.4,2.3,24,11,1,0
2,David Robinson,1991-92,C,16.1,3.5,3.1,5.9,30.7,0.597,0.26,10,7.8,47,5,1,1
2,Karl Malone,1991-92,F,15,4,1.8,0.8,37.4,0.599,0.237,5.3,5.6,55,2,1,1
1,Tim Hardaway,1991-92,G,4.3,11.2,2.3,0.2,26.4,0.537,0.132,2.6,3.9,55,3,1,1
2,Hakeem Olajuwon,1991-92,C,16.2,3,2.4,5.8,28.9,0.553,0.178,5,4.7,42,9,1,0
2,John Stockton,1991-92,G,4.5,18.9,4.1,0.4,21.7,0.59,0.215,5.1,5.3,55,2,1,1
2,Michael Jordan,1991-92,G,8.4,8,3,1.2,39.4,0.579,0.274,8.6,8.3,67,1,1,1
1,Scottie Pippen,1991-92,F,10.1,9.2,2.5,1.5,27.6,0.555,0.192,6.5,6.8,67,1,1,1
2,Patrick Ewing,1991-92,C,15.1,2.6,1.4,4,32.3,0.563,0.198,4,4.8,51,4,1,1
2,Charles Barkley,1991-92,F,14.8,5.5,2.4,0.8,30.8,0.612,0.205,7.4,6.9,35,10,1,1
1,Dennis Rodman,1991-92,F,24.3,3,1.1,1.1,12.7,0.574,0.183,4.9,5.8,48,5,1,1
2,Clyde Drexler,1991-92,G,8.8,9,2.4,1.2,33.5,0.56,0.223,8.4,7.2,57,1,1,1
2,Kevin Johnson,1991-92,G,4.9,13.9,1.9,0.4,25.6,0.561,0.165,2.2,3.1,53,4,0,1
2,Dominique Wilkins,1991-92,F,9,4.8,1.6,0.7,36.1,0.552,0.152,3,2,38,9,1,0
0,Mark Price,1991-92,G,4.1,12.6,2.2,0.3,29.5,0.61,0.205,3.8,3.1,57,3,1,1
2,Joe Dumars,1991-92,G,3.1,6.2,1.2,0.2,26.8,0.538,0.123,0,1.6,48,5,1,0
2,Chris Mullin,1991-92,F,6.2,4,2.4,0.9,28.8,0.586,0.155,3.5,4.6,55,3,1,1
1,Brad Daugherty,1991-92,C,14.5,5,1.2,1.5,29.9,0.629,0.213,5,4.7,57,3,1,1
0,Kevin Willis,1991-92,F,20.8,2.9,1.2,0.9,24.5,0.535,0.143,1,2.2,38,9,1,1
2,James Worthy,1991-92,F,7.5,6.2,1.9,0.6,26.5,0.49,0.07,0.7,1.5,43,8,1,0
